"Origin","Destin","Flow"
698,702,34
698,739,257
698,787,116
698,790,147
698,813,51
698,816,10
698,818,83
698,836,3
698,841,21
698,842,98
698,846,12
699,16,3
699,151,2
699,169,1
699,255,1
699,439,5
699,443,4
699,445,1
699,450,1
699,522,1
699,523,1
699,543,1
699,568,2
699,572,2
699,592,2
699,613,11
699,614,48
699,617,47
699,618,1
699,625,9
699,626,11
699,632,3
699,647,6
699,651,1
699,658,3
699,659,972
699,664,1
699,670,3
699,682,1
699,685,1
699,695,60
699,697,21
699,702,151
699,713,2
699,739,1498
699,775,1
699,787,170
699,790,170
699,806,1
699,813,50
699,816,26
699,818,198
699,823,1
699,830,1
699,836,10
699,841,46
699,842,104
699,846,28
700,46,1
700,57,1
700,104,1
700,213,1
700,279,5
700,304,1
700,443,1
700,450,1
700,454,1
700,469,3
700,470,3
700,614,14
700,617,11
700,625,11
700,626,15
700,632,1
700,647,1
700,651,7
700,655,1
700,658,3
700,659,340
700,664,1
700,670,4
700,681,2
700,683,2
700,685,1
700,695,3
700,697,2
700,702,13
700,730,1
700,733,1
700,739,248
700,787,164
700,790,142
700,813,31
700,816,15
700,818,62
700,823,2
700,830,1
700,836,8
700,841,6
700,842,117
700,846,13
701,16,1
701,57,1
701,64,1
701,80,1
701,191,1
701,213,1
701,292,1
701,384,1
701,523,1
701,568,2
701,588,4
701,601,1
701,614,3
701,617,18
701,620,2
701,621,2
701,625,8
701,626,13
701,632,3
701,638,1
701,647,3
701,651,7
701,655,4
701,658,8
701,659,99
701,670,4
701,683,1
701,684,1
701,695,6
701,702,10
701,730,5
701,739,588
701,744,1
701,775,2
701,780,1
701,787,213
701,790,156
701,813,7
701,816,36
701,818,39
701,836,13
701,841,18
701,842,74
701,846,19
701,980,1
702,16,2
702,62,1
702,204,2
702,213,3
702,216,2
702,279,1
702,301,1
702,326,1
702,384,2
702,405,2
702,406,3
702,439,9
702,443,5
702,445,1
702,469,1
702,470,4
702,543,2
702,568,1
702,613,7
702,614,28
702,617,39
702,618,1
702,621,1
702,623,3
702,625,3
702,626,5
702,632,6
702,641,1
702,647,12
702,651,5
702,655,2
702,658,3
702,659,1271
702,664,2
702,670,15
702,681,1
702,682,4
702,685,19
702,695,28
702,697,7
702,702,553
702,720,1
702,730,1
702,739,697
702,787,145
702,790,646
702,804,1
702,813,326
702,816,15
702,818,322
702,836,11
702,841,61
702,842,336
702,846,21
702,858,1
702,980,2
702,981,1
703,16,1
703,104,2
703,153,1
703,191,1
703,213,2
703,235,1
703,270,1
703,297,1
703,301,2
703,303,2
703,326,1
703,334,2
703,335,1
703,347,1
703,374,1
703,384,1
703,386,1
703,405,548
703,406,52
703,408,9
703,414,998
703,420,2
703,446,2
703,450,1
703,534,14
703,601,1
703,653,1
703,682,1
703,683,1
703,685,1
703,707,480
703,713,4
703,771,1
703,773,1
703,801,14
703,804,15
703,806,34
703,810,10
703,842,3
703,858,29
703,877,4
703,881,6
703,905,1
703,939,1
703,946,1
703,958,1
703,976,5
703,980,4
703,981,6
704,405,10
704,406,1
704,414,22
704,810,1
705,160,1
705,213,1
705,384,1
705,405,74
705,406,15
705,408,7
705,414,127
705,429,2
705,446,4
705,707,47
705,713,2
705,804,2
705,806,8
705,858,1
705,976,2
706,255,1
706,301,1
706,302,1
706,334,1
706,374,1
706,405,13
706,406,12
706,414,8
706,420,1
706,429,1
706,446,1
706,508,3
706,534,22
706,543,1
706,655,1
706,706,9
706,713,143
706,720,4
706,722,3
706,730,1
706,744,1
706,771,1
706,801,798
706,804,472
706,806,145
706,810,189
706,850,39
706,858,1
706,892,1
706,976,1
706,980,2
707,64,1
707,151,1
707,213,1
707,304,1
707,326,1
707,405,138
707,406,35
707,408,3
707,414,384
707,420,2
707,446,3
707,508,1
707,534,7
707,539,1
707,682,1
707,707,303
707,713,3
707,773,1
707,801,8
707,804,7
707,806,16
707,810,11
707,858,7
707,976,4
707,980,1
708,57,1
708,62,1
708,80,3
708,191,1
708,216,1
708,255,1
708,359,2
708,405,3
708,429,9
708,446,5
708,450,1
708,534,72
708,543,4
708,661,4
708,713,1650
708,720,13
708,722,1
708,739,2
708,744,3
708,775,1
708,801,360
708,804,357
708,806,140
708,810,243
708,850,163
708,858,1
708,976,22
709,216,1
709,244,1
709,293,1
709,301,1
709,302,1
709,304,4
709,374,1
709,405,179
709,406,13
709,408,3
709,414,131
709,534,7
709,539,1
709,707,62
709,713,2
709,720,2
709,801,1
709,804,3
709,806,3
709,810,2
709,850,2
709,858,43
709,877,3
709,881,60
709,976,1
709,980,1
710,33,1
710,201,2
710,209,2
710,213,4
710,216,2
710,244,1
710,270,1
710,279,1
710,301,3
710,326,1
710,374,1
710,405,15
710,406,3
710,408,2
710,414,1
710,429,11
710,446,5
710,450,1
710,479,1
710,491,1
710,508,1
710,534,112
710,539,1
710,543,2
710,568,1
710,647,1
710,658,1
710,659,1
710,664,1
710,695,1
710,713,3844
710,720,19
710,722,16
710,739,2
710,744,5
710,766,1
710,771,1
710,773,5
710,787,1
710,801,612
710,804,572
710,806,227
710,810,391
710,823,1
710,842,1
710,846,1
710,850,175
710,858,4
710,939,1
710,946,1
710,976,40
710,980,3
711,62,1
711,405,134
711,406,9
711,408,3
711,414,206
711,420,1
711,446,1
711,503,1
711,534,2
711,707,26
711,720,1
711,768,1
711,801,1
711,804,3
711,806,7
711,810,4
711,881,1
711,976,2
711,980,1
712,405,3
712,406,1
712,414,8
712,801,4
712,810,1
713,16,1
713,104,1
713,132,2
713,151,1
713,153,1
713,209,1
713,213,2
713,216,4
713,270,2
713,301,2
713,302,1
713,374,1
713,405,4
713,429,7
713,446,2
713,479,1
713,484,1
713,508,2
713,534,165
713,543,3
713,599,2
713,658,2
713,682,2
713,713,3830
713,720,11
713,722,2
713,730,2
713,744,1
713,771,1
713,773,1
713,801,591
713,804,473
713,806,209
713,810,446
713,841,2
713,850,197
713,858,7
713,892,1
713,928,1
713,936,1
713,976,67
713,980,4
714,534,12
714,713,89
714,773,3
714,801,27
714,804,5
714,806,1
714,810,7
714,850,9
714,976,1
715,16,2
715,160,1
715,191,1
715,204,1
715,213,5
715,216,5
715,270,2
715,301,1
715,302,1
715,368,1
715,384,1
715,405,12
715,406,5
715,429,2
715,445,1
715,446,3
715,450,1
715,454,1
715,469,1
715,534,114
715,543,2
715,632,1
715,638,1
715,651,1
715,658,1
715,713,5
715,720,1817
715,744,8
715,745,1
715,766,1
715,768,5
715,772,1
715,773,5
715,775,1
715,790,1
715,801,44
715,804,83
715,806,40
715,810,74
715,850,42
715,858,1
715,953,1
715,976,1
715,980,1
716,151,1
716,210,1
716,429,28
716,446,1
716,534,26
716,720,26
716,744,1
716,801,13
716,804,50
716,806,10
716,810,27
716,850,126
716,980,1
717,62,1
717,213,3
717,216,2
717,218,1
717,255,1
717,279,1
717,293,1
717,341,1
717,406,2
717,408,1
717,429,972
717,503,1
717,508,1
717,525,1
717,534,717
717,543,5
717,556,1
717,568,2
717,601,1
717,658,1
717,677,1
717,713,8
717,720,99
717,730,1
717,739,3
717,744,1
717,768,1
717,771,4
717,787,1
717,801,113
717,804,287
717,806,41
717,810,327
717,850,89
717,858,3
717,939,1
717,976,1
717,980,1
718,405,76
718,406,6
718,408,1
718,414,5
718,420,1
718,429,1
718,534,2
718,623,1
718,706,1
718,713,3
718,720,1
718,722,37
718,744,1
718,801,7
718,804,2
718,806,1
718,810,5
718,850,1
718,980,2
719,13,1
719,204,1
719,213,8
719,216,3
719,255,1
719,270,1
719,301,3
719,303,1
719,304,1
719,341,1
719,368,1
719,405,4
719,406,6
719,429,14
719,508,2
719,534,69
719,543,3
719,556,1
719,592,1
719,647,1
719,713,10
719,720,3250
719,739,3
719,744,5
719,745,1
719,768,6
719,771,3
719,773,3
719,780,1
719,801,54
719,804,164
719,806,102
719,810,89
719,850,169
719,892,1
719,895,2
719,946,1
719,971,1
719,976,4
719,980,1
720,16,1
720,151,2
720,169,1
720,191,2
720,209,3
720,210,1
720,213,8
720,216,4
720,292,1
720,301,2
720,302,1
720,303,1
720,304,1
720,386,1
720,405,6
720,406,5
720,429,10
720,446,2
720,469,1
720,470,1
720,491,1
720,534,112
720,588,1
720,589,1
720,713,13
720,720,3065
720,722,2
720,730,4
720,744,3
720,745,1
720,768,14
720,771,7
720,773,5
720,801,37
720,804,131
720,806,63
720,810,98
720,813,1
720,816,1
720,818,1
720,846,1
720,850,78
720,858,1
720,976,8
720,980,1
720,981,1
721,64,1
721,405,7
721,406,5
721,414,34
721,420,1
721,534,6
721,706,3
721,713,46
721,720,1
721,722,1
721,730,1
721,801,197
721,804,147
721,806,60
721,810,44
721,850,6
721,981,1
722,51,1
722,151,1
722,160,1
722,292,1
722,341,2
722,374,1
722,405,632
722,406,94
722,408,4
722,414,31
722,420,2
722,429,2
722,446,3
722,450,1
722,479,1
722,491,1
722,534,7
722,638,1
722,707,1
722,713,111
722,720,4
722,722,694
722,733,1
722,773,2
722,801,42
722,804,41
722,806,14
722,810,43
722,850,9
722,858,1
722,892,1
722,976,4
722,980,8
722,981,1
722,983,2
723,1,2
723,132,1
723,201,1
723,213,9
723,216,5
723,255,1
723,326,2
723,330,1
723,332,1
723,374,1
723,396,1
723,405,5
723,406,1
723,429,43
723,534,120
723,599,1
723,655,1
723,658,1
723,713,49
723,720,748
723,744,3
723,768,2
723,771,3
723,773,1
723,801,77
723,804,315
723,806,64
723,810,232
723,842,1
723,850,848
723,858,1
723,976,1
723,980,1
723,983,1
724,213,1
724,216,1
724,384,2
724,405,86
724,406,11
724,414,205
724,479,1
724,534,4
724,682,1
724,707,12
724,713,2
724,720,2
724,801,4
724,804,1
724,806,5
724,810,7
724,980,2
725,132,1
725,209,1
725,213,1
725,293,1
725,414,1
725,429,11
725,446,3
725,450,1
725,534,32
725,543,1
725,713,7
725,720,553
725,739,1
725,801,16
725,804,77
725,806,24
725,810,49
725,818,1
725,850,127
725,976,1
726,216,1
726,330,1
726,334,1
726,405,76
726,406,16
726,408,1
726,414,266
726,534,2
726,707,6
726,713,1
726,720,1
726,801,4
726,804,3
726,806,8
726,810,4
726,858,1
726,913,1
727,270,1
727,292,1
727,301,1
727,303,2
727,405,2
727,429,1
727,508,719
727,534,36
727,543,2
727,651,1
727,658,1
727,670,1
727,713,4
727,720,1
727,722,1
727,739,1
727,744,1
727,801,171
727,804,504
727,806,214
727,810,203
727,850,12
727,936,1
727,976,1
727,980,1
728,151,2
728,160,110
728,191,2
728,196,9
728,201,6
728,204,69
728,209,3
728,213,9
728,216,4
728,326,1
728,446,3
728,534,3
728,544,4
728,744,26
728,766,2
728,768,2
728,769,1
728,771,87
728,772,1
728,905,1
728,976,1
728,980,7
729,151,1
729,160,7
729,196,4
729,201,2
729,213,11
729,216,6
729,301,1
729,534,8
729,544,1
729,713,3
729,720,40
729,739,1
729,744,155
729,745,13
729,768,595
729,769,1
729,771,193
729,772,7
729,773,6
729,801,1
729,804,14
729,806,8
729,810,7
729,850,2
729,858,3
729,976,2
729,980,1
730,16,1
730,34,1
730,62,1
730,151,1
730,160,3
730,191,3
730,213,2
730,216,3
730,301,2
730,304,1
730,374,2
730,384,11
730,386,4
730,406,2
730,445,88
730,449,4
730,450,240
730,454,99
730,469,24
730,470,13
730,479,1
730,539,2
730,541,1
730,543,2
730,550,1
730,568,5
730,601,1
730,614,2
730,617,1
730,621,1
730,625,1
730,647,1
730,651,6
730,655,1
730,658,10
730,659,1
730,661,6
730,664,1
730,670,16
730,681,3
730,682,2
730,683,1
730,684,1
730,685,1047
730,702,1
730,730,3697
730,733,287
730,739,43
730,775,124
730,780,11
730,781,1
730,787,6
730,790,1
730,816,3
730,818,8
730,823,56
730,842,2
730,846,2
730,850,1
730,858,6
730,936,1
730,958,1
730,981,2
731,16,4
731,62,1
731,64,1
731,91,1
731,216,1
731,218,1
731,301,1
731,302,1
731,303,2
731,326,1
731,368,1
731,406,1
731,445,576
731,450,35
731,454,25
731,469,5
731,470,10
731,534,1
731,539,1
731,568,2
731,625,1
731,626,1
731,638,1
731,647,1
731,651,6
731,670,30
731,685,110
731,730,409
731,733,938
731,739,36
731,744,3
731,775,12
731,810,1
731,813,1
731,818,5
731,823,7
731,842,1
731,850,1
731,928,2
732,1,1
732,57,1
732,80,1
732,210,1
732,213,1
732,216,3
732,304,1
732,384,2
732,386,1
732,445,73
732,449,1
732,450,312
732,454,258
732,469,19
732,470,15
732,479,1
732,568,2
732,623,1
732,625,1
732,647,4
732,651,7
732,659,4
732,661,4
732,664,1
732,670,11
732,681,2
732,682,1
732,683,2
732,685,607
732,730,1781
732,733,121
732,739,30
732,775,224
732,780,15
732,781,1
732,787,3
732,806,2
732,810,1
732,816,2
732,818,11
732,823,91
732,836,2
732,846,3
732,981,1
733,34,1
733,57,3
733,62,1
733,91,1
733,132,1
733,210,1
733,213,2
733,216,1
733,279,1
733,301,6
733,304,1
733,384,1
733,386,1
733,406,1
733,445,852
733,449,3
733,450,80
733,454,43
733,469,18
733,470,6
733,534,1
733,543,3
733,568,1
733,599,1
733,601,4
733,623,1
733,626,1
733,638,1
733,641,1
733,647,3
733,651,10
733,655,1
733,658,7
733,661,3
733,670,39
733,681,1
733,682,4
733,683,1
733,685,193
733,720,4
733,722,1
733,730,931
733,733,1634
733,739,49
733,775,50
733,780,5
733,781,1
733,787,1
733,790,5
733,818,12
733,823,18
733,842,1
734,16,2
734,22,7
734,46,1
734,57,3
734,62,1
734,80,1
734,91,2
734,104,1
734,105,1
734,131,1
734,204,1
734,213,7
734,216,8
734,255,1
734,270,1
734,279,2
734,293,1
734,301,4
734,326,3
734,332,1
734,347,1
734,374,1
734,384,8
734,386,1
734,445,102
734,449,28
734,450,630
734,454,2671
734,469,99
734,470,42
734,534,2
734,539,1
734,543,2
734,568,3
734,580,1
734,600,2
734,601,4
734,614,1
734,617,2
734,621,1
734,623,3
734,625,6
734,626,4
734,632,2
734,638,1
734,647,16
734,651,22
734,655,3
734,658,9
734,659,14
734,661,3
734,664,8
734,670,60
734,681,14
734,682,13
734,683,6
734,684,3
734,685,412
734,695,1
734,730,1041
734,733,205
734,739,142
734,744,1
734,766,1
734,769,1
734,775,1967
734,780,28
734,781,11
734,787,10
734,790,3
734,806,2
734,810,1
734,816,3
734,818,38
734,823,130
734,836,1
734,841,1
734,842,5
734,846,3
734,858,5
734,892,2
734,939,2
734,980,1
735,16,4
735,80,1
735,213,1
735,216,2
735,255,2
735,384,1
735,445,79
735,449,3
735,450,87
735,454,293
735,469,11
735,470,15
735,543,2
735,601,1
735,623,1
735,625,1
735,626,2
735,647,2
735,651,10
735,655,2
735,658,10
735,659,3
735,661,2
735,664,2
735,670,21
735,682,3
735,683,2
735,685,106
735,730,207
735,733,236
735,739,31
735,744,1
735,775,153
735,780,4
735,781,1
735,787,7
735,790,1
735,818,4
735,823,14
735,827,1
735,836,2
735,842,1
735,846,1
735,980,1
736,91,1
736,213,3
736,384,1
736,406,1
736,443,2
736,445,11
736,449,8
736,450,285
736,454,306
736,469,18
736,470,22
736,543,1
736,568,1
736,625,2
736,647,2
736,651,2
736,658,3
736,661,3
736,664,1
736,670,11
736,681,2
736,683,3
736,685,102
736,730,334
736,733,42
736,739,9
736,775,464
736,780,7
736,781,2
736,818,2
736,823,92
736,827,1
736,836,2
736,842,1
736,846,1
736,958,2
736,980,1
737,50,1
737,132,2
737,216,1
737,301,4
737,302,1
737,439,13
737,443,7
737,450,3
737,470,1
737,543,4
737,568,3
737,601,1
737,613,5
737,614,56
737,617,39
737,618,1
737,623,2
737,625,5
737,626,17
737,632,6
737,647,14
737,651,4
737,658,2
737,659,530
737,664,1
737,670,8
737,683,6
737,685,1
737,695,263
737,697,5
737,702,528
737,730,1
737,733,1
737,739,611
737,775,1
737,780,4
737,787,104
737,790,775
737,813,804
737,816,12
737,818,454
737,823,2
737,830,1
737,836,4
737,841,118
737,842,378
737,846,11
737,980,1
738,57,1
738,225,1
738,303,1
738,326,1
738,439,5
738,443,11
738,450,2
738,469,1
738,479,1
738,543,3
738,544,1
738,568,2
738,580,1
738,613,19
738,614,80
738,617,114
738,618,1
738,620,2
738,621,1
738,623,1
738,625,8
738,626,3
738,632,5
738,647,15
738,651,3
738,655,4
738,658,5
738,659,1509
738,661,3
738,664,2
738,670,5
738,681,1
738,682,1
738,684,2
738,685,1
738,695,189
738,697,16
738,702,734
738,739,1834
738,787,126
738,790,281
738,810,1
738,813,184
738,816,43
738,818,516
738,823,2
738,830,3
738,836,10
738,841,138
738,842,220
738,846,18
739,16,1
739,34,1
739,204,1
739,255,1
739,374,2
739,439,1
739,443,3
739,454,1
739,613,2
739,614,28
739,617,36
739,620,1
739,621,1
739,623,2
739,625,18
739,626,7
739,632,1
739,647,5
739,651,1
739,655,5
739,658,4
739,659,110
739,664,1
739,670,5
739,677,1
739,682,1
739,695,13
739,697,14
739,702,58
739,713,1
739,739,2741
739,787,157
739,790,53
739,813,22
739,816,182
739,818,138
739,830,2
739,836,49
739,841,26
739,842,76
739,846,44
740,302,1
740,439,1
740,443,1
740,469,3
740,470,1
740,508,1
740,534,1
740,543,1
740,568,2
740,613,2
740,614,30
740,617,17
740,620,4
740,621,5
740,623,1
740,625,22
740,626,9
740,632,5
740,647,6
740,651,11
740,658,8
740,659,115
740,661,1
740,670,1
740,682,1
740,695,13
740,697,16
740,702,15
740,730,1
740,739,977
740,775,1
740,787,921
740,790,62
740,813,21
740,816,166
740,818,53
740,830,2
740,836,54
740,841,12
740,842,63
740,846,89
740,858,1
741,16,3
741,91,1
741,131,1
741,151,1
741,216,1
741,302,1
741,384,1
741,386,1
741,439,1
741,450,4
741,469,3
741,470,2
741,541,1
741,543,2
741,568,6
741,572,2
741,601,1
741,613,4
741,614,45
741,617,32
741,618,2
741,620,6
741,621,11
741,623,5
741,625,32
741,626,28
741,632,3
741,638,1
741,647,1
741,651,15
741,658,12
741,659,94
741,661,1
741,664,5
741,670,5
741,677,2
741,681,5
741,683,3
741,685,1
741,695,5
741,697,7
741,702,11
741,730,4
741,739,1016
741,787,567
741,790,65
741,813,11
741,816,1036
741,818,54
741,830,20
741,836,183
741,841,14
741,842,58
741,846,253
742,16,1
742,64,1
742,160,99
742,196,3
742,210,1
742,213,9
742,216,4
742,298,1
742,301,3
742,359,1
742,405,4
742,406,3
742,408,1
742,429,2
742,446,2
742,470,1
742,507,2
742,522,1
742,534,10
742,544,1
742,655,1
742,713,11
742,720,123
742,730,2
742,744,37
742,768,11
742,771,56
742,772,2
742,773,569
742,801,10
742,804,11
742,806,6
742,810,16
742,850,3
742,976,6
742,980,5
743,16,1
743,149,1
743,201,1
743,210,1
743,213,1
743,216,4
743,244,3
743,301,5
743,405,34
743,406,10
743,446,18
743,519,1
743,534,2
743,744,1
743,773,2
743,804,2
743,806,1
743,980,569
744,51,1
744,57,1
744,151,7
744,160,46
744,191,8
744,196,10
744,201,10
744,204,1
744,209,5
744,210,1
744,213,45
744,216,43
744,225,1
744,255,6
744,298,2
744,301,6
744,302,2
744,326,2
744,347,1
744,368,1
744,384,1
744,386,1
744,405,1
744,446,3
744,534,3
744,539,1
744,543,3
744,544,2
744,623,1
744,647,1
744,659,1
744,670,1
744,683,1
744,713,2
744,720,9
744,730,1
744,739,9
744,744,3888
744,745,94
744,749,107
744,766,1
744,768,11
744,769,15
744,771,1040
744,772,28
744,773,5
744,787,1
744,801,1
744,804,19
744,806,9
744,810,10
744,816,1
744,823,2
744,850,1
744,971,1
744,976,5
744,980,1
744,981,4
745,16,3
745,51,2
745,105,1
745,151,5
745,160,26
745,191,5
745,196,7
745,201,1
745,209,5
745,210,1
745,213,24
745,216,34
745,218,1
745,219,1
745,270,1
745,301,2
745,303,1
745,374,2
745,414,1
745,446,1
745,479,2
745,491,1
745,534,9
745,539,2
745,543,1
745,544,1
745,550,1
745,588,2
745,617,1
745,659,1
745,664,1
745,713,1
745,720,2
745,733,1
745,739,4
745,744,2067
745,745,86
745,749,18
745,768,15
745,769,1
745,771,1426
745,772,35
745,773,1
745,801,3
745,804,20
745,806,3
745,810,3
745,818,1
745,842,1
745,892,1
745,976,1
745,980,2
746,16,2
746,22,1
746,151,2
746,160,33
746,196,4
746,201,3
746,204,2
746,209,2
746,210,1
746,213,31
746,216,18
746,218,1
746,219,1
746,244,1
746,270,4
746,300,1
746,301,2
746,303,1
746,334,1
746,347,4
746,405,1
746,414,1
746,445,1
746,450,1
746,469,1
746,479,1
746,503,1
746,534,26
746,543,5
746,550,1
746,568,1
746,589,1
746,599,1
746,647,1
746,658,1
746,685,1
746,695,1
746,720,3
746,739,1
746,744,1293
746,745,34
746,749,127
746,768,6
746,769,5
746,771,596
746,772,37
746,790,2
746,804,6
746,806,2
746,810,7
746,936,1
746,976,3
746,980,1
747,57,1
747,151,4
747,160,28
747,191,6
747,196,8
747,201,3
747,209,4
747,210,1
747,213,19
747,216,29
747,255,1
747,270,3
747,301,3
747,326,1
747,330,1
747,332,1
747,359,1
747,368,2
747,405,1
747,446,1
747,519,1
747,523,2
747,534,17
747,543,3
747,599,1
747,638,1
747,658,1
747,664,1
747,670,2
747,685,2
747,713,1
747,720,2
747,744,1612
747,745,33
747,749,240
747,768,7
747,769,18
747,771,469
747,772,25
747,773,1
747,780,1
747,801,3
747,804,10
747,806,2
747,810,6
747,850,1
747,976,3
748,151,1
748,160,3
748,191,1
748,213,1
748,216,9
748,326,1
748,368,2
748,534,3
748,543,1
748,601,2
748,670,2
748,681,1
748,713,1
748,744,199
748,745,3
748,749,5
748,771,106
748,772,4
748,773,1
748,804,4
748,981,1
749,1,1
749,16,4
749,20,1
749,151,1
749,153,1
749,160,17
749,191,11
749,196,2
749,201,5
749,209,5
749,213,31
749,216,43
749,279,1
749,297,1
749,301,2
749,302,1
749,303,1
749,326,3
749,330,1
749,334,1
749,335,1
749,368,1
749,374,4
749,384,1
749,386,1
749,408,2
749,446,1
749,525,1
749,534,27
749,543,3
749,556,1
749,568,1
749,580,1
749,625,1
749,670,1
749,685,1
749,720,10
749,730,1
749,739,2
749,744,1861
749,745,64
749,749,777
749,768,4
749,769,57
749,771,479
749,772,18
749,773,1
749,775,1
749,787,1
749,801,2
749,804,3
749,810,5
749,842,2
749,958,1
749,976,1
749,980,9
749,981,1
750,44,2
750,151,1
750,160,15
750,169,1
750,196,1
750,201,2
750,204,4
750,209,3
750,213,13
750,216,21
750,219,1
750,255,2
750,301,2
750,405,1
750,406,1
750,446,1
750,534,24
750,543,2
750,544,1
750,550,1
750,670,1
750,720,2
750,739,1
750,744,798
750,745,30
750,749,271
750,768,2
750,769,23
750,771,283
750,772,7
750,801,1
750,804,6
750,806,2
750,810,6
750,818,1
750,858,1
750,892,1
750,939,1
750,980,2
751,16,3
751,22,1
751,131,1
751,151,6
751,160,14
751,191,4
751,196,2
751,201,2
751,204,1
751,209,5
751,210,2
751,213,6
751,216,21
751,219,3
751,270,1
751,301,4
751,302,1
751,303,1
751,406,5
751,408,1
751,446,2
751,450,1
751,534,8
751,543,2
751,544,1
751,601,1
751,651,1
751,658,1
751,720,3
751,744,1297
751,745,41
751,749,387
751,768,4
751,769,13
751,771,409
751,772,15
751,801,1
751,804,3
751,806,3
751,810,6
751,846,1
751,850,1
751,939,1
751,976,3
751,981,1
752,51,1
752,151,2
752,160,346
752,191,4
752,196,22
752,201,10
752,204,2
752,209,3
752,213,28
752,216,11
752,255,2
752,270,1
752,301,3
752,303,1
752,543,1
752,744,69
752,745,13
752,768,4
752,771,49
752,772,1
752,773,1
752,804,2
752,810,3
752,981,3
753,160,1
753,209,4
753,303,1
753,326,1
753,405,18
753,406,11
753,408,2
753,429,4
753,446,2
753,534,9
753,713,19
753,720,191
753,733,1
753,744,3
753,773,302
753,801,7
753,804,20
753,806,10
753,810,13
753,818,1
753,850,11
753,976,11
754,51,2
754,105,1
754,151,1
754,153,1
754,160,13
754,191,5
754,196,3
754,201,2
754,209,2
754,210,3
754,213,9
754,216,12
754,218,2
754,301,2
754,303,2
754,338,1
754,359,1
754,405,2
754,491,1
754,534,4
754,539,1
754,550,1
754,599,1
754,638,1
754,664,1
754,739,2
754,744,252
754,745,8
754,749,11
754,768,1
754,769,499
754,771,73
754,772,3
754,773,1
754,804,4
754,810,3
754,846,1
754,953,1
754,976,2
754,980,1
754,981,2
755,446,1
755,534,1
755,766,8
755,980,6
756,16,1
756,34,1
756,51,1
756,160,6
756,201,1
756,204,6
756,213,4
756,235,1
756,244,1
756,301,4
756,302,1
756,303,2
756,326,1
756,359,1
756,405,25
756,406,5
756,408,1
756,443,1
756,446,32
756,491,2
756,543,1
756,544,5
756,651,2
756,658,1
756,664,1
756,695,1
756,713,2
756,720,25
756,744,1
756,766,2
756,771,1
756,773,82
756,801,3
756,804,4
756,806,2
756,810,10
756,816,1
756,842,2
756,850,4
756,980,801
756,981,3
756,983,1
757,151,2
757,160,4
757,201,1
757,210,1
757,213,3
757,216,5
757,301,1
757,374,1
757,405,1
757,406,1
757,429,1
757,446,1
757,450,1
757,469,2
757,534,21
757,543,2
757,638,2
757,720,38
757,739,1
757,744,89
757,745,12
757,766,1
757,768,536
757,771,140
757,772,14
757,801,7
757,806,6
757,810,5
757,846,1
757,922,1
757,976,4
757,981,1
758,1,1
758,16,4
758,160,10
758,191,3
758,201,5
758,213,22
758,216,39
758,270,3
758,297,1
758,301,6
758,303,1
758,326,1
758,330,1
758,334,1
758,335,1
758,405,4
758,406,5
758,429,3
758,443,1
758,445,1
758,450,5
758,454,1
758,469,1
758,508,1
758,519,1
758,522,2
758,534,116
758,543,5
758,550,2
758,568,1
758,572,2
758,599,2
758,651,1
758,655,1
758,658,1
758,661,2
758,713,4
758,720,452
758,722,1
758,739,2
758,744,378
758,745,62
758,749,3
758,768,2220
758,771,565
758,772,47
758,801,31
758,804,57
758,806,23
758,810,40
758,842,2
758,846,1
758,850,16
758,858,1
758,976,7
758,980,1
758,981,4
759,57,2
759,160,8
759,196,1
759,201,2
759,213,4
759,216,2
759,255,2
759,270,1
759,405,3
759,429,3
759,450,1
759,534,7
759,713,6
759,720,31
759,744,3
759,745,1
759,768,5
759,771,6
759,773,119
759,775,4
759,801,9
759,804,3
759,810,6
759,976,3
759,981,1
760,160,2
760,405,29
760,406,10
760,446,1
760,508,3
760,713,30
760,720,22
760,722,4
760,773,92
760,801,4
760,804,3
760,806,2
760,810,4
760,850,6
760,976,2
760,980,2
760,981,2
761,16,3
761,22,2
761,44,2
761,151,2
761,160,16
761,191,2
761,196,3
761,201,5
761,204,2
761,209,8
761,210,16
761,213,29
761,216,36
761,255,1
761,270,2
761,301,2
761,326,1
761,347,1
761,363,1
761,368,1
761,405,1
761,408,1
761,450,1
761,522,2
761,525,1
761,534,8
761,543,1
761,550,2
761,599,5
761,623,1
761,651,1
761,658,1
761,659,1
761,720,3
761,730,2
761,739,1
761,744,594
761,745,28
761,749,47
761,766,1
761,768,3
761,769,1026
761,771,246
761,772,17
761,804,2
761,806,4
761,810,2
761,842,1
761,976,3
761,981,4
761,983,1
762,16,1
762,213,3
762,302,1
762,303,1
762,304,1
762,326,1
762,335,1
762,359,1
762,408,1
762,429,2
762,534,13
762,659,1
762,713,3
762,720,599
762,744,1
762,768,11
762,771,6
762,773,43
762,801,5
762,804,22
762,806,21
762,810,18
762,850,17
762,858,2
762,976,2
762,980,1
763,405,13
763,406,2
763,408,1
763,414,1
763,446,1
763,519,1
763,534,3
763,713,11
763,720,45
763,768,1
763,773,136
763,801,6
763,804,3
763,806,1
763,810,5
763,976,4
764,20,1
764,22,1
764,64,1
764,201,1
764,210,1
764,216,1
764,219,1
764,301,2
764,326,1
764,338,1
764,374,1
764,405,163
764,406,56
764,408,8
764,414,1
764,446,10
764,534,11
764,543,2
764,713,77
764,720,106
764,722,5
764,744,2
764,768,3
764,773,822
